Age,Attrition,Department,JobRole,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,EducationField,WorkLifeBalance,PerformanceRating,DistanceFromHome,NumCompaniesWorked,MaritalStatus,Gender,EnvironmentSatisfaction,RelationshipSatisfaction,StockOptionLevel
54,Yes,Research & Development,Laboratory Technician,53730,2,2,Yes,Medical,4,3,3,9,Married,Male,4,1,0
26,Yes,Sales,Sales Representative,70167,4,9,No,Other,4,3,23,3,Married,Female,4,1,3
35,No,Research & Development,Laboratory Technician,92567,4,8,No,Life Sciences,4,3,27,9,Married,Female,4,3,1
38,No,Research & Development,Research Scientist,99093,3,6,No,Life Sciences,3,3,14,0,Married,Female,3,3,0
19,No,Research & Development,Laboratory Technician,39269,1,19,Yes,Life Sciences,3,3,27,8,Divorced,Male,4,2,1
55,Yes,Sales,Sales Executive,51953,4,3,Yes,Life Sciences,2,3,9,3,Married,Male,1,3,2
57,No,Research & Development,Manufacturing Director,178471,2,1,No,Human Resources,1,4,25,1,Single,Female,2,4,2
53,No,Research & Development,Laboratory Technician,57999,4,7,No,Life Sciences,4,3,1,0,Single,Male,4,1,0
54,Yes,Research & Development,Research Scientist,40298,1,1,No,Marketing,2,3,1,2,Married,Male,1,3,1
32,Yes,Research & Development,Laboratory Technician,44957,4,2,No,Life Sciences,2,3,26,6,Married,Male,2,2,0
45,No,Research & Development,Laboratory Technician,58164,3,1,Yes,Technical Degree,2,3,28,9,Single,Female,2,2,0
35,No,Research & Development,Laboratory Technician,54003,1,0,No,Life Sciences,4,3,12,1,Single,Female,1,2,3
51,No,Sales,Manager,58437,4,12,No,Medical,4,3,11,8,Married,Female,1,4,2
39,No,Research & Development,Manufacturing Director,64400,3,2,No,Marketing,2,3,21,1,Married,Male,3,3,0
28,Yes,Research & Development,Research Director,64204,1,4,No,Marketing,4,3,1,4,Married,Male,3,3,2
30,No,Research & Development,Research Director,38246,4,0,No,Other,2,3,20,7,Divorced,Female,4,4,3
21,No,Research & Development,Healthcare Representative,75341,3,8,No,Human Resources,3,3,12,9,Divorced,Male,3,3,1
39,No,Research & Development,Laboratory Technician,68389,2,2,Yes,Technical Degree,4,3,17,7,Married,Male,1,3,0
24,No,Research & Development,Healthcare Representative,78904,3,9,No,Marketing,3,3,15,2,Married,Male,3,3,2
41,No,Research & Development,Healthcare Representative,20000,2,3,No,Medical,1,3,2,1,Divorced,Male,2,4,0
21,Yes,Sales,Manager,69391,4,1,Yes,Life Sciences,4,3,18,8,Married,Male,1,4,1
45,No,Human Resources,Human Resources,20000,3,5,No,Marketing,1,3,16,2,Single,Male,4,2,0
32,Yes,Research & Development,Manufacturing Director,60084,2,0,No,Medical,2,4,4,7,Single,Male,2,4,0
18,No,Sales,Sales Representative,83422,1,4,Yes,Life Sciences,4,3,8,1,Married,Male,2,4,2
20,Yes,Research & Development,Research Director,94281,3,2,Yes,Human Resources,4,3,2,2,Divorced,Female,2,2,1
31,No,Research & Development,Research Director,74364,4,17,No,Marketing,4,3,14,0,Single,Male,1,4,3
55,Yes,Research & Development,Manufacturing Director,83910,1,0,No,Marketing,1,4,25,5,Single,Male,1,3,1
18,No,Research & Development,Research Director,56627,2,8,Yes,Medical,1,3,15,6,Divorced,Female,4,1,1
55,Yes,Research & Development,Research Director,50743,3,1,No,Other,2,3,28,3,Divorced,Female,3,2,3
55,No,Sales,Sales Representative,140397,3,2,No,Technical Degree,3,3,9,0,Single,Male,3,1,0
38,No,Research & Development,Healthcare Representative,88160,4,3,No,Human Resources,3,3,2,2,Married,Female,3,1,2
46,Yes,Research & Development,Manufacturing Director,32156,1,16,Yes,Technical Degree,1,3,17,8,Married,Male,3,2,0
22,Yes,Sales,Sales Executive,20000,3,1,Yes,Marketing,4,3,26,4,Married,Male,2,1,0
27,No,Research & Development,Laboratory Technician,51978,3,0,No,Technical Degree,3,4,10,5,Divorced,Male,1,1,3
45,Yes,Research & Development,Research Director,98372,1,2,Yes,Life Sciences,3,4,9,3,Single,Male,3,2,3
38,Yes,Research & Development,Laboratory Technician,66364,3,0,Yes,Human Resources,1,3,2,0,Single,Female,2,2,0
24,No,Research & Development,Research Scientist,20000,1,0,No,Technical Degree,2,3,24,4,Single,Male,1,3,1
20,No,Research & Development,Laboratory Technician,60035,1,5,Yes,Life Sciences,1,3,19,4,Single,Male,1,2,2
37,No,Research & Development,Research Scientist,64932,1,0,No,Medical,1,3,17,4,Single,Female,1,4,1
36,Yes,Research & Development,Healthcare Representative,20000,4,0,No,Technical Degree,4,3,11,5,Single,Male,2,1,0
52,Yes,Research & Development,Research Director,65676,1,8,No,Human Resources,1,4,17,1,Married,Female,3,2,0
21,Yes,Sales,Sales Executive,36625,1,3,No,Life Sciences,4,3,10,0,Single,Female,1,3,2
22,Yes,Research & Development,Laboratory Technician,20000,2,0,Yes,Technical Degree,2,3,18,1,Divorced,Male,2,2,1
18,Yes,Sales,Manager,109926,2,2,No,Medical,4,4,23,9,Married,Female,1,1,0
21,No,Sales,Sales Representative,35387,4,7,No,Technical Degree,2,3,28,5,Married,Male,4,2,0
29,No,Research & Development,Research Director,46316,1,2,No,Life Sciences,2,3,6,4,Single,Male,4,1,3
44,No,Research & Development,Research Scientist,45943,2,4,Yes,Technical Degree,2,3,16,4,Single,Male,2,2,2
59,No,Research & Development,Healthcare Representative,65062,2,0,No,Human Resources,1,3,28,5,Married,Female,3,3,3
40,No,Research & Development,Laboratory Technician,114456,3,6,Yes,Marketing,4,3,27,9,Married,Female,3,4,3
42,Yes,Research & Development,Healthcare Representative,31506,1,2,No,Life Sciences,3,3,18,6,Married,Male,1,3,3
38,Yes,Research & Development,Healthcare Representative,56409,2,6,No,Life Sciences,1,3,20,8,Married,Male,3,2,0
41,No,Sales,Sales Executive,68384,4,11,Yes,Life Sciences,2,4,18,6,Married,Male,3,1,1
42,No,Research & Development,Healthcare Representative,40673,3,6,No,Life Sciences,3,4,1,1,Married,Female,4,3,3
49,No,Sales,Manager,55959,3,2,No,Technical Degree,1,3,28,5,Divorced,Female,2,4,1
49,Yes,Human Resources,Manager,81645,1,2,No,Human Resources,3,3,3,8,Married,Female,4,4,0
22,Yes,Sales,Sales Representative,43840,1,2,No,Medical,2,3,15,6,Divorced,Female,2,1,3
53,No,Research & Development,Research Director,55518,3,1,No,Human Resources,3,3,20,1,Divorced,Male,1,2,0
59,No,Sales,Sales Executive,52922,4,1,No,Life Sciences,3,3,10,2,Single,Male,4,3,3
59,No,Human Resources,Manager,62093,1,10,Yes,Other,2,4,21,7,Married,Male,2,3,3
56,No,Research & Development,Manufacturing Director,71808,1,3,No,Technical Degree,3,4,5,8,Married,Female,3,1,0
33,No,Research & Development,Manufacturing Director,81423,3,4,Yes,Other,1,3,15,3,Married,Male,2,3,2
50,No,Sales,Manager,119251,3,6,No,Technical Degree,3,3,23,8,Married,Male,3,1,2
38,No,Research & Development,Research Scientist,20000,1,6,No,Life Sciences,4,3,14,1,Divorced,Female,1,1,1
26,Yes,Sales,Manager,60313,2,0,No,Technical Degree,1,3,15,4,Single,Female,3,2,1
23,No,Research & Development,Laboratory Technician,26795,1,12,No,Life Sciences,3,3,10,1,Single,Male,2,1,0
52,No,Sales,Sales Representative,54209,2,1,No,Human Resources,4,3,24,0,Single,Female,4,3,0
56,No,Sales,Sales Representative,89664,3,8,No,Marketing,4,3,9,4,Married,Female,2,1,0
39,Yes,Sales,Sales Representative,98538,2,10,No,Technical Degree,4,3,12,1,Married,Male,4,3,2
58,No,Research & Development,Healthcare Representative,99852,4,8,No,Life Sciences,3,4,7,6,Married,Male,2,1,2
22,No,Research & Development,Manufacturing Director,99588,3,6,No,Other,2,3,5,7,Married,Male,2,2,3
59,Yes,Sales,Manager,60129,1,0,No,Life Sciences,4,3,25,1,Single,Male,1,2,3
40,No,Research & Development,Healthcare Representative,104158,1,3,Yes,Other,2,3,24,6,Single,Female,3,1,0
34,Yes,Research & Development,Laboratory Technician,109711,3,6,No,Technical Degree,1,3,10,3,Married,Male,2,1,0
29,No,Research & Development,Healthcare Representative,68886,3,3,No,Medical,2,3,25,0,Married,Male,4,1,1
40,No,Research & Development,Research Scientist,97962,4,13,No,Other,2,3,26,2,Married,Male,3,2,2
33,Yes,Research & Development,Research Director,66154,3,2,No,Life Sciences,2,4,8,0,Divorced,Male,1,4,0
20,Yes,Research & Development,Research Scientist,104486,1,2,No,Technical Degree,2,3,22,4,Divorced,Male,3,1,2
47,No,Sales,Manager,60473,4,2,No,Life Sciences,2,3,20,7,Single,Female,2,4,0
39,Yes,Sales,Sales Executive,47933,1,2,No,Medical,1,3,25,0,Married,Male,4,1,3
26,Yes,Research & Development,Research Director,33640,2,5,Yes,Marketing,1,3,16,8,Married,Female,4,3,0
46,No,Research & Development,Healthcare Representative,60138,3,8,No,Medical,2,3,12,2,Married,Female,3,2,3
54,No,Research & Development,Manufacturing Director,67362,2,7,No,Human Resources,2,4,9,4,Divorced,Male,4,4,1
40,Yes,Sales,Sales Representative,38516,1,11,Yes,Technical Degree,4,3,10,8,Single,Female,2,4,1
30,Yes,Research & Development,Healthcare Representative,57996,2,15,No,Medical,1,3,16,4,Single,Female,4,2,1
49,No,Research & Development,Research Scientist,50256,2,11,No,Marketing,3,3,10,8,Married,Male,4,4,0
40,Yes,Sales,Manager,34844,1,0,No,Life Sciences,1,3,9,9,Married,Male,4,1,1
34,No,Sales,Sales Representative,94004,1,9,No,Technical Degree,3,3,26,7,Single,Female,2,4,0
57,No,Research & Development,Research Scientist,98933,3,1,No,Other,4,3,3,6,Single,Female,1,1,2
38,Yes,Research & Development,Manufacturing Director,93880,2,0,No,Medical,2,3,27,0,Married,Male,4,4,3
19,No,Sales,Manager,62643,4,7,No,Marketing,4,3,28,3,Single,Male,1,3,2
54,Yes,Sales,Sales Executive,64373,4,2,No,Medical,2,4,19,8,Single,Male,3,4,0
23,No,Sales,Sales Executive,35231,1,0,No,Human Resources,1,3,11,9,Single,Male,3,4,1
35,Yes,Research & Development,Manufacturing Director,76609,1,1,No,Technical Degree,2,4,6,7,Single,Male,2,1,3
47,No,Sales,Sales Representative,69749,2,0,No,Life Sciences,3,3,6,3,Married,Male,2,2,1
39,No,Sales,Sales Representative,144630,1,16,No,Marketing,3,4,15,0,Married,Male,2,3,2
50,No,Research & Development,Laboratory Technician,95438,4,0,No,Medical,4,3,29,9,Single,Male,2,2,0
47,No,Sales,Manager,73826,3,1,No,Technical Degree,1,3,15,3,Single,Male,1,1,3
34,No,Research & Development,Healthcare Representative,63834,3,3,No,Medical,3,4,13,2,Single,Male,2,3,3
49,No,Sales,Manager,93036,2,3,No,Technical Degree,4,3,22,5,Married,Male,1,4,0
59,No,Sales,Manager,39359,3,16,No,Human Resources,1,4,5,4,Single,Male,4,2,0
31,No,Sales,Sales Executive,96909,1,0,No,Medical,1,4,14,4,Married,Female,4,2,3
27,No,Research & Development,Research Scientist,34559,1,5,No,Human Resources,4,3,21,1,Single,Female,3,2,2
53,No,Research & Development,Healthcare Representative,49277,1,7,No,Other,3,3,2,2,Single,Male,3,4,2
51,No,Research & Development,Research Scientist,20000,1,18,No,Other,3,3,23,5,Single,Male,1,1,1
26,No,Research & Development,Research Director,82194,2,6,No,Marketing,4,3,12,1,Single,Male,2,4,3
59,Yes,Research & Development,Research Scientist,71998,3,11,Yes,Human Resources,3,3,20,3,Married,Male,3,4,0
45,No,Sales,Sales Representative,49278,4,0,No,Technical Degree,4,3,14,1,Married,Male,1,1,0
28,No,Sales,Sales Representative,38984,3,3,No,Marketing,3,3,19,8,Divorced,Male,3,1,0
31,No,Research & Development,Manufacturing Director,103604,1,3,No,Medical,3,4,24,2,Single,Female,2,4,0
56,No,Sales,Manager,61259,4,15,No,Medical,4,3,20,9,Single,Male,1,1,3
36,No,Sales,Sales Executive,43515,2,1,No,Technical Degree,4,3,15,9,Single,Male,3,2,2
32,No,Sales,Sales Executive,118814,1,1,No,Life Sciences,3,4,27,5,Married,Female,2,3,1
45,No,Sales,Sales Executive,46602,1,2,No,Life Sciences,4,3,20,0,Single,Female,1,1,2
41,Yes,Sales,Sales Representative,96881,4,0,Yes,Medical,3,3,24,9,Married,Male,1,3,1
25,Yes,Research & Development,Laboratory Technician,32772,2,1,No,Technical Degree,2,3,17,2,Single,Male,1,2,0
26,No,Research & Development,Healthcare Representative,55061,4,23,No,Life Sciences,1,3,25,7,Single,Male,4,1,0
50,No,Research & Development,Research Director,79064,2,3,No,Human Resources,1,3,14,4,Divorced,Male,1,4,3
50,Yes,Research & Development,Research Director,63380,1,6,Yes,Medical,3,3,23,7,Married,Male,3,4,0
36,Yes,Research & Development,Research Scientist,71825,3,9,Yes,Other,1,4,28,1,Divorced,Male,1,2,3
20,Yes,Sales,Manager,49912,1,3,No,Human Resources,3,3,18,6,Married,Male,1,1,3
27,Yes,Research & Development,Laboratory Technician,20261,3,1,Yes,Technical Degree,4,3,27,8,Married,Female,1,4,3
57,Yes,Research & Development,Research Director,106036,3,1,Yes,Other,2,3,28,6,Single,Female,1,1,0
59,Yes,Sales,Sales Executive,51620,2,2,Yes,Human Resources,1,3,22,2,Married,Male,1,3,0
18,No,Research & Development,Manufacturing Director,73092,4,7,No,Life Sciences,1,4,24,6,Single,Male,4,4,2
46,No,Research & Development,Laboratory Technician,84654,2,3,No,Life Sciences,4,3,27,7,Married,Male,2,2,1
51,Yes,Research & Development,Healthcare Representative,73645,1,0,Yes,Other,2,3,5,0,Married,Male,4,4,2
30,No,Research & Development,Research Director,45159,4,5,Yes,Marketing,2,3,22,2,Divorced,Male,3,2,0
18,No,Sales,Sales Representative,97473,3,17,No,Medical,2,4,12,4,Married,Female,2,2,1
51,No,Research & Development,Laboratory Technician,79383,3,11,No,Other,4,3,10,5,Married,Female,3,3,3
46,Yes,Research & Development,Manufacturing Director,70565,1,12,Yes,Technical Degree,1,3,8,2,Single,Female,1,3,1
30,No,Sales,Sales Representative,69916,4,11,No,Medical,1,3,29,3,Married,Female,3,2,3
46,No,Research & Development,Research Scientist,112103,1,2,No,Human Resources,2,3,6,4,Single,Female,4,4,0
56,Yes,Research & Development,Manufacturing Director,44558,1,10,No,Technical Degree,4,3,28,2,Married,Female,4,2,1
41,No,Research & Development,Healthcare Representative,76627,2,1,No,Technical Degree,4,3,25,3,Divorced,Female,1,1,3
43,No,Research & Development,Research Director,50198,1,7,No,Life Sciences,4,3,15,4,Single,Male,1,1,2
34,No,Research & Development,Laboratory Technician,20000,4,7,No,Human Resources,2,3,12,1,Single,Male,2,4,2
24,Yes,Sales,Sales Executive,20000,1,0,No,Life Sciences,4,3,25,9,Married,Male,4,4,3
30,No,Sales,Manager,36590,4,10,No,Life Sciences,2,3,25,8,Divorced,Female,4,3,2
22,Yes,Research & Development,Laboratory Technician,46563,3,16,No,Marketing,2,3,6,9,Married,Male,2,1,2
43,Yes,Research & Development,Laboratory Technician,125842,1,2,No,Life Sciences,2,3,12,7,Single,Male,4,2,1
20,Yes,Sales,Manager,84554,4,11,No,Medical,3,3,15,5,Divorced,Male,2,2,2
24,No,Sales,Sales Executive,87073,3,0,No,Technical Degree,2,3,12,9,Divorced,Female,4,1,1
56,No,Research & Development,Research Scientist,47161,4,6,Yes,Life Sciences,4,3,9,2,Single,Male,3,1,0
18,No,Human Resources,Human Resources,66717,3,4,No,Other,3,3,19,1,Divorced,Female,3,3,2
34,Yes,Research & Development,Research Director,129572,2,5,Yes,Medical,1,3,21,6,Married,Female,2,1,0
42,Yes,Sales,Manager,30996,1,18,No,Human Resources,1,4,2,7,Married,Female,2,3,2
20,Yes,Sales,Sales Representative,77774,1,14,Yes,Technical Degree,4,3,28,9,Married,Male,1,4,3
32,No,Sales,Manager,110116,3,10,No,Other,4,3,13,0,Divorced,Male,4,4,3
46,Yes,Research & Development,Healthcare Representative,92046,2,2,Yes,Other,4,3,13,5,Married,Male,3,1,0
49,No,Sales,Manager,115443,4,16,No,Human Resources,4,4,8,6,Single,Male,1,1,0
43,Yes,Research & Development,Research Scientist,70960,2,0,No,Other,3,3,27,8,Divorced,Male,4,1,0
33,Yes,Sales,Sales Executive,81896,4,13,No,Medical,4,3,13,2,Single,Female,3,1,3
42,No,Research & Development,Laboratory Technician,68073,4,2,No,Human Resources,2,3,4,1,Married,Male,4,2,0
45,Yes,Research & Development,Laboratory Technician,79933,1,0,No,Other,1,3,6,4,Married,Female,2,2,3
26,No,Research & Development,Healthcare Representative,39374,3,7,No,Human Resources,4,3,6,9,Single,Female,3,4,0
18,Yes,Sales,Manager,87185,1,1,No,Human Resources,2,3,21,0,Single,Male,3,2,1
46,No,Sales,Manager,73238,1,1,No,Life Sciences,4,3,12,5,Divorced,Female,1,1,1
39,Yes,Sales,Sales Representative,66754,1,2,No,Life Sciences,2,3,12,8,Married,Female,4,3,2
33,Yes,Research & Development,Research Scientist,113898,4,0,No,Life Sciences,3,4,17,9,Married,Male,2,4,1
58,Yes,Research & Development,Research Director,57569,1,1,No,Other,1,3,27,8,Married,Male,2,1,0
58,No,Research & Development,Research Director,98819,4,0,Yes,Technical Degree,1,3,7,6,Married,Male,4,2,1
24,No,Research & Development,Research Scientist,101603,3,4,No,Medical,3,4,26,6,Married,Male,4,3,1
31,No,Research & Development,Healthcare Representative,88955,4,0,No,Other,2,4,15,7,Single,Female,2,3,0
46,No,Sales,Sales Representative,37977,4,8,No,Life Sciences,4,4,24,9,Married,Male,4,2,1
36,No,Research & Development,Research Scientist,75054,2,1,No,Human Resources,2,4,17,1,Divorced,Female,1,1,0
36,No,Research & Development,Manufacturing Director,119837,1,20,No,Other,1,4,10,5,Married,Male,4,3,1
19,No,Research & Development,Healthcare Representative,20000,1,14,No,Human Resources,3,3,23,4,Single,Male,1,3,0
58,No,Research & Development,Research Scientist,59745,1,2,Yes,Human Resources,3,3,20,4,Divorced,Male,1,2,3
32,Yes,Sales,Sales Executive,97544,1,10,Yes,Human Resources,2,3,6,2,Divorced,Male,4,3,3
20,No,Sales,Sales Executive,61771,2,11,Yes,Marketing,2,3,9,2,Single,Male,3,3,2
28,No,Research & Development,Research Director,87676,2,30,No,Technical Degree,3,3,15,5,Divorced,Male,3,3,1
47,Yes,Sales,Sales Representative,104457,2,6,No,Medical,1,4,16,9,Married,Female,1,4,2
57,Yes,Research & Development,Research Director,71496,2,0,No,Medical,4,3,21,9,Single,Female,4,1,0
35,No,Sales,Sales Executive,79251,1,7,No,Life Sciences,4,4,8,6,Single,Male,1,1,3
19,Yes,Research & Development,Research Scientist,67572,4,6,No,Marketing,2,3,16,0,Married,Male,4,2,0
49,No,Sales,Manager,73338,3,7,No,Other,3,3,5,2,Married,Male,4,1,2
25,No,Research & Development,Research Director,123872,2,2,No,Other,3,3,18,0,Single,Male,2,3,0
39,No,Research & Development,Manufacturing Director,63209,4,13,No,Medical,3,3,20,9,Single,Female,3,1,0
23,No,Sales,Manager,55111,2,22,No,Technical Degree,1,3,14,2,Single,Female,3,4,0
29,Yes,Research & Development,Laboratory Technician,94169,1,1,Yes,Human Resources,2,3,2,4,Married,Female,2,3,0
57,Yes,Research & Development,Healthcare Representative,41398,1,0,No,Life Sciences,2,3,23,8,Single,Male,2,3,3
53,No,Research & Development,Research Scientist,47787,4,1,No,Technical Degree,2,3,23,2,Single,Female,2,4,0
32,Yes,Research & Development,Healthcare Representative,47966,4,12,Yes,Medical,1,3,3,9,Married,Male,1,4,0
45,No,Research & Development,Healthcare Representative,57835,4,7,No,Marketing,2,3,14,9,Married,Female,1,1,3
35,Yes,Sales,Manager,59058,1,7,No,Life Sciences,4,3,29,8,Married,Male,1,1,0
19,Yes,Sales,Manager,84574,1,3,No,Medical,2,3,7,0,Married,Male,1,1,0
30,No,Sales,Manager,55413,3,6,No,Other,2,3,15,5,Married,Male,1,4,2
32,Yes,Research & Development,Laboratory Technician,85704,4,2,No,Life Sciences,2,3,17,8,Married,Male,3,1,3
37,No,Sales,Sales Representative,89197,3,4,No,Medical,1,3,1,4,Divorced,Female,3,2,1
46,No,Research & Development,Research Director,46701,2,11,Yes,Other,4,3,9,9,Married,Female,4,1,0
59,No,Research & Development,Manufacturing Director,88595,3,27,No,Other,4,3,22,1,Single,Male,3,4,2
46,Yes,Research & Development,Healthcare Representative,91135,2,18,No,Human Resources,3,4,29,4,Married,Female,2,4,3
20,No,Research & Development,Healthcare Representative,20000,2,19,Yes,Marketing,3,4,14,0,Married,Male,3,2,0
36,No,Sales,Sales Representative,73217,3,3,No,Human Resources,4,3,16,8,Married,Male,2,3,1
20,No,Sales,Manager,50820,4,4,Yes,Medical,2,3,28,9,Married,Female,3,2,0
31,Yes,Research & Development,Healthcare Representative,101485,2,8,No,Technical Degree,2,3,21,9,Divorced,Female,1,4,2
57,No,Research & Development,Research Director,50535,4,17,Yes,Human Resources,2,3,13,8,Married,Male,3,3,3
21,Yes,Research & Development,Research Scientist,27494,1,1,No,Technical Degree,1,3,6,5,Married,Male,4,2,2
28,No,Research & Development,Research Scientist,64165,2,2,No,Other,2,4,22,8,Divorced,Male,1,2,3
48,Yes,Sales,Sales Representative,39884,1,1,No,Medical,1,3,1,2,Married,Female,1,3,1
49,No,Research & Development,Laboratory Technician,88788,3,6,No,Marketing,4,3,21,3,Married,Female,4,2,0
44,Yes,Research & Development,Research Scientist,42358,4,2,No,Technical Degree,2,3,25,5,Divorced,Male,3,3,2
47,Yes,Research & Development,Healthcare Representative,64509,3,2,No,Medical,2,3,4,3,Single,Female,3,1,1
19,Yes,Sales,Sales Representative,108282,2,0,Yes,Technical Degree,3,3,3,0,Single,Male,4,3,1
26,No,Research & Development,Healthcare Representative,95758,1,3,No,Human Resources,4,3,17,6,Divorced,Male,1,2,0
45,No,Research & Development,Healthcare Representative,78379,2,13,No,Medical,2,4,2,4,Married,Female,4,1,2
48,No,Sales,Sales Representative,61427,3,1,No,Human Resources,1,3,19,7,Divorced,Male,2,4,0
51,No,Research & Development,Healthcare Representative,75721,4,8,Yes,Life Sciences,4,4,20,8,Single,Male,2,4,0
32,No,Sales,Sales Executive,84291,4,6,No,Medical,3,4,23,4,Married,Female,3,4,3
42,No,Research & Development,Research Director,37375,2,13,No,Technical Degree,4,3,22,7,Single,Male,1,2,3
53,Yes,Research & Development,Research Director,88837,2,0,No,Life Sciences,1,3,27,0,Married,Male,2,1,0
25,Yes,Sales,Sales Executive,34152,1,26,No,Human Resources,3,3,8,0,Single,Female,4,3,3
26,Yes,Research & Development,Research Scientist,81028,3,6,Yes,Human Resources,1,3,25,6,Single,Female,3,4,2
54,No,Research & Development,Healthcare Representative,34007,2,37,No,Technical Degree,4,3,15,5,Single,Female,3,4,3
56,No,Research & Development,Research Director,119958,1,16,Yes,Life Sciences,3,4,6,4,Married,Male,1,1,1
49,Yes,Research & Development,Research Scientist,86373,2,1,Yes,Other,1,3,23,4,Married,Male,2,1,0
34,No,Research & Development,Research Director,21431,4,0,No,Marketing,4,3,20,8,Single,Female,3,1,0
52,Yes,Research & Development,Healthcare Representative,64974,1,2,Yes,Technical Degree,1,3,2,0,Married,Male,4,2,2
54,No,Research & Development,Research Director,50400,1,5,Yes,Human Resources,2,3,25,7,Single,Male,2,1,0
36,Yes,Sales,Sales Representative,47087,2,1,Yes,Medical,4,3,25,1,Divorced,Male,3,3,3
46,No,Research & Development,Manufacturing Director,69118,3,1,No,Life Sciences,3,3,15,6,Married,Male,3,3,1
24,No,Sales,Sales Executive,39016,4,4,No,Other,3,3,20,5,Married,Male,2,4,0
45,No,Human Resources,Manager,86321,3,0,No,Marketing,2,3,12,9,Divorced,Female,2,3,3
26,Yes,Research & Development,Research Scientist,84730,1,0,No,Medical,1,4,3,1,Married,Female,1,1,1
45,Yes,Sales,Sales Representative,74839,3,3,Yes,Life Sciences,1,3,10,2,Married,Male,4,3,0
23,Yes,Research & Development,Research Scientist,64453,1,0,No,Other,3,4,14,3,Married,Female,1,4,0
46,No,Research & Development,Research Scientist,83474,3,3,No,Technical Degree,1,3,27,6,Divorced,Female,1,2,0
34,No,Sales,Sales Executive,87158,2,4,No,Other,4,3,22,7,Single,Female,4,3,1
33,No,Research & Development,Healthcare Representative,77737,3,4,Yes,Technical Degree,4,3,14,1,Divorced,Male,4,4,0
40,Yes,Research & Development,Manufacturing Director,28267,1,14,Yes,Life Sciences,3,3,3,7,Divorced,Male,1,4,0
48,Yes,Sales,Manager,42925,4,5,No,Other,4,3,1,8,Married,Male,2,1,3
20,No,Research & Development,Research Scientist,57494,4,4,No,Marketing,3,3,20,6,Married,Male,4,4,3
38,Yes,Sales,Manager,23677,4,3,No,Other,1,3,1,0,Married,Male,1,3,3
43,No,Research & Development,Research Scientist,71272,1,11,No,Life Sciences,1,3,2,5,Single,Male,2,4,3
53,No,Human Resources,Manager,104508,3,15,Yes,Medical,1,3,19,7,Single,Male,3,4,0
59,No,Research & Development,Healthcare Representative,100047,4,13,No,Medical,2,3,24,4,Divorced,Male,2,1,1
54,No,Research & Development,Research Director,85709,4,7,No,Other,3,3,10,1,Married,Male,1,1,0
39,Yes,Research & Development,Research Director,85375,4,1,Yes,Other,4,4,4,4,Married,Male,4,3,2
59,Yes,Research & Development,Laboratory Technician,127028,2,2,Yes,Technical Degree,1,3,4,7,Married,Female,2,4,1
29,Yes,Sales,Sales Executive,88628,1,0,Yes,Life Sciences,2,3,13,1,Married,Male,2,2,2
59,Yes,Research & Development,Manufacturing Director,90917,1,18,Yes,Technical Degree,4,4,26,0,Single,Female,2,4,0
30,No,Sales,Sales Representative,24710,1,7,No,Marketing,4,3,9,3,Married,Female,4,2,1
28,No,Research & Development,Research Scientist,102318,1,9,No,Medical,4,4,7,3,Married,Female,4,3,1
33,Yes,Sales,Manager,76157,1,2,No,Human Resources,1,3,16,8,Single,Female,2,1,3
25,Yes,Sales,Manager,62766,2,13,No,Human Resources,4,4,18,2,Divorced,Female,2,3,0
57,No,Sales,Manager,55826,3,2,No,Life Sciences,3,3,3,3,Single,Male,1,1,2
57,No,Research & Development,Manufacturing Director,49639,2,0,No,Life Sciences,2,4,20,2,Married,Female,4,1,1
19,No,Research & Development,Research Scientist,100189,4,3,Yes,Human Resources,4,3,20,1,Single,Female,2,4,1
47,No,Research & Development,Research Director,64205,2,5,No,Life Sciences,4,3,10,3,Married,Female,4,4,3
47,Yes,Sales,Manager,50673,1,4,No,Medical,3,3,24,7,Married,Male,4,1,1
29,Yes,Sales,Manager,43396,2,13,Yes,Marketing,4,3,26,0,Married,Male,4,2,3
27,Yes,Research & Development,Laboratory Technician,69776,1,0,No,Marketing,1,3,26,7,Divorced,Female,1,2,1
28,No,Research & Development,Manufacturing Director,54930,2,5,No,Technical Degree,1,3,22,7,Single,Female,3,4,1
32,No,Sales,Manager,48542,1,5,No,Medical,1,4,16,2,Divorced,Female,4,3,0
33,Yes,Research & Development,Manufacturing Director,26299,4,2,Yes,Life Sciences,4,3,3,9,Married,Male,4,2,1
34,Yes,Research & Development,Manufacturing Director,91862,1,12,No,Life Sciences,2,4,11,9,Divorced,Male,2,1,3
43,Yes,Research & Development,Research Director,61135,2,9,No,Technical Degree,2,3,25,5,Married,Male,4,4,3
19,Yes,Sales,Sales Executive,34613,4,9,No,Technical Degree,4,4,10,3,Single,Male,3,4,3
29,Yes,Sales,Manager,57405,2,14,Yes,Life Sciences,2,4,16,0,Single,Male,4,1,2
43,Yes,Research & Development,Research Director,80375,4,8,No,Life Sciences,2,3,8,0,Divorced,Male,1,3,1
40,Yes,Sales,Sales Executive,65807,3,1,Yes,Medical,4,4,9,4,Divorced,Male,2,1,0
35,No,Research & Development,Manufacturing Director,70347,3,8,No,Technical Degree,1,3,15,7,Married,Male,3,3,0
49,No,Research & Development,Manufacturing Director,66191,3,2,No,Medical,4,3,21,0,Married,Male,1,4,2
