location,date,new_cases,new_deaths,total_cases,people_vaccinated_per_hundred
Germany,2022-02-23,181843,2725,8701963,59.856843842641645
Germany,2022-02-24,185966,1083,8887929,61.747369447633986
Germany,2022-02-25,168125,1698,9056054,60.653686881934455
Germany,2022-02-26,143181,840,9199235,60.7478920781779
Germany,2022-02-27,143636,1538,9342871,63.86013137435064
Germany,2022-02-28,134309,690,9477180,64.11667284642341
Germany,2022-03-01,104029,1240,9581209,62.714893292733755
Germany,2022-03-02,126838,1310,9708047,62.39227441487527
Germany,2022-03-03,111444,1646,9819491,65.32920015924235
Germany,2022-03-04,142832,1575,9962323,68.35702537959685
Germany,2022-03-05,157677,1884,10120000,62.95774009661084
Germany,2022-03-06,168251,1869,10288251,66.0171121616487
Germany,2022-03-07,195484,1310,10483735,64.78003075696292
Germany,2022-03-08,154141,1436,10637876,63.64108067098444
Germany,2022-03-09,188234,2435,10826110,69.02022135986083
Germany,2022-03-10,164567,2155,10990677,67.78413519946344
Germany,2022-03-11,189983,1908,11180660,64.55763088629709
Germany,2022-03-12,211650,2001,11392310,70.39244628430559
Germany,2022-03-13,214417,2923,11606727,66.94287973298968
Germany,2022-03-14,220176,3011,11826903,63.8167496556818
Germany,2022-03-15,247447,2157,12074350,67.24389162190442
Germany,2022-03-16,218244,1952,12292594,64.22446097692291
Germany,2022-03-17,213153,3126,12505747,67.09254721911533
Germany,2022-03-18,232098,3404,12737845,65.41648273548293
Germany,2022-03-19,183267,1880,12921112,64.80716496281336
Germany,2022-03-20,193418,2391,13114530,67.85881996958163
Germany,2022-03-21,181065,1476,13295595,63.55784507182386
Germany,2022-03-22,167767,1161,13463362,65.79743856259694
Germany,2022-03-23,173737,1870,13637099,61.75263396535034
Germany,2022-03-24,210132,2326,13847231,67.94620312203014
Germany,2022-03-25,186265,1050,14033496,64.78012741110668
Germany,2022-03-26,199400,1417,14232896,67.21121246526262
Germany,2022-03-27,160935,1154,14393831,68.41019130690006
Germany,2022-03-28,174615,1824,14568446,62.9456642868207
Germany,2022-03-29,136202,1006,14704648,64.63900811264999
Germany,2022-03-30,124687,1501,14829335,63.2687651916197
Germany,2022-03-31,110827,987,14940162,63.519291495698056
Germany,2022-04-01,40463,229,14980625,70.4639110050197
Germany,2022-04-02,41516,417,15022141,67.21434080536385
Germany,2022-04-03,57917,778,15080058,69.76687006280729
Germany,2022-04-04,68947,560,15149005,66.90957127535857
Germany,2022-04-05,64415,328,15213420,68.32689482024365
Germany,2022-04-06,55107,657,15268527,67.16771696683732
Germany,2022-04-07,65960,865,15334487,71.07260578414495
Germany,2022-04-08,71757,880,15406244,65.42386900992393
Germany,2022-04-09,83347,924,15489591,66.69261543732028
Germany,2022-04-10,84444,654,15574035,72.11376367309339
Germany,2022-04-11,69114,745,15643149,68.36529901551494
Germany,2022-04-12,87335,988,15730484,70.91064760424851
Germany,2022-04-13,83089,608,15813573,69.05462675970287
Germany,2022-04-14,74861,510,15888434,68.83427865492817
Germany,2022-04-15,75092,569,15963526,69.09498693650329
Germany,2022-04-16,82082,1171,16045608,68.78401069967227
Germany,2022-04-17,92663,561,16138271,70.43174548938192
Germany,2022-04-18,93692,1187,16231963,70.16355791943778
Germany,2022-04-19,90010,1201,16321973,67.35077549913048
Germany,2022-04-20,99494,953,16421467,70.96435797353338
Germany,2022-04-21,80186,913,16501653,69.06481402668027
Germany,2022-04-22,80505,638,16582158,67.39008115979172
Germany,2022-04-23,70578,841,16652736,69.27067669578459
Germany,2022-04-24,71508,432,16724244,69.87700353913148
Germany,2022-04-25,54374,329,16778618,73.08413930585576
Germany,2022-04-26,73899,981,16852517,69.7223994875028
Germany,2022-04-27,58501,358,16911018,69.39583333468416
Germany,2022-04-28,55980,495,16966998,67.76633824575546
Germany,2022-04-29,55406,739,17022404,70.17059887303267
Germany,2022-04-30,45215,558,17067619,69.67676805362228
Germany,2022-05-01,12477,104,17080096,69.28496492031613
Germany,2022-05-02,12677,66,17092773,71.67087806075465
Germany,2022-05-03,15115,201,17107888,73.88557702828015
Germany,2022-05-04,16634,104,17124522,74.64212347670693
Germany,2022-05-05,15117,81,17139639,73.69376420776983
Germany,2022-05-06,18242,219,17157881,71.08722707732505
Germany,2022-05-07,16107,149,17173988,71.87784865729525
Germany,2022-05-08,19531,222,17193519,71.88773143408083
Germany,2022-05-09,19433,110,17212952,68.10087656449127
Germany,2022-05-10,19578,191,17232530,72.46020234693972
Germany,2022-05-11,22745,264,17255275,69.82789083576382
Germany,2022-05-12,19131,156,17274406,73.84119648542364
Germany,2022-05-13,21931,118,17296337,70.31135192563386
Germany,2022-05-14,23411,325,17319748,72.52916907205822
Germany,2022-05-15,18738,108,17338486,67.53906396175108
Germany,2022-05-16,23738,176,17362224,73.05861242358115
Germany,2022-05-17,24051,331,17386275,71.45491055727638
Germany,2022-05-18,22420,155,17408695,68.84264959619402
Germany,2022-05-19,22620,124,17431315,73.36046041683525
Germany,2022-05-20,20941,176,17452256,74.35789679847333
Germany,2022-05-21,19330,242,17471586,72.19977390881843
Germany,2022-05-22,18093,124,17489679,72.6700425916042
Germany,2022-05-23,21721,112,17511400,72.59315387706062
Germany,2022-05-24,19141,252,17530541,70.81335022074013
Germany,2022-05-25,16128,176,17546669,69.33374329044439
Germany,2022-05-26,18598,200,17565267,74.79718200925221
Germany,2022-05-27,17822,125,17583089,74.32567715506997
Germany,2022-05-28,13808,86,17596897,71.3140696676867
Germany,2022-05-29,15789,230,17612686,72.8353615044788
Germany,2022-05-30,11196,67,17623882,72.93154663698165
Germany,2022-05-31,12681,141,17636563,74.56763371970712
Germany,2022-06-01,26715,356,17663278,76.95837087117947
Germany,2022-06-02,24737,282,17688015,76.51312934982629
Germany,2022-06-03,29755,158,17717770,74.83810358751231
Germany,2022-06-04,26829,325,17744599,75.57160657358946
Germany,2022-06-05,31711,315,17776310,73.6922401726958
Germany,2022-06-06,37615,376,17813925,73.84415844633457
Germany,2022-06-07,33358,219,17847283,76.35101999535956
Germany,2022-06-08,43348,543,17890631,78.35475417561098
Germany,2022-06-09,39885,361,17930516,71.28117334810749
Germany,2022-06-10,39734,423,17970250,72.29498262111855
Germany,2022-06-11,45991,352,18016241,74.62512604937828
Germany,2022-06-12,48576,324,18064817,75.53123398634507
Germany,2022-06-13,46636,674,18111453,75.97816775630149
Germany,2022-06-14,42917,295,18154370,77.1156283616416
Germany,2022-06-15,45666,294,18200036,74.4470204888265
Germany,2022-06-16,47316,613,18247352,73.17437816140698
Germany,2022-06-17,43477,259,18290829,76.08329137570118
Germany,2022-06-18,45602,527,18336431,77.14866600954049
Germany,2022-06-19,54400,643,18390831,75.83035320464614
Germany,2022-06-20,40595,218,18431426,76.52772070326685
Germany,2022-06-21,48519,518,18479945,74.77892880598463
Germany,2022-06-22,45339,532,18525284,73.24305239731588
Germany,2022-06-23,37646,488,18562930,76.58860226395402
Germany,2022-06-24,40891,576,18603821,74.39329986504573
Germany,2022-06-25,43957,408,18647778,72.26710474621187
Germany,2022-06-26,29007,366,18676785,73.80466463349029
Germany,2022-06-27,34269,424,18711054,74.77056575175084
Germany,2022-06-28,31030,238,18742084,74.88521859399691
Germany,2022-06-29,29884,364,18771968,76.44154416967643
Germany,2022-06-30,29860,157,18801828,73.06768655325916
Germany,2022-07-01,38191,246,18840019,75.14775526247765
Germany,2022-07-02,31469,362,18871488,79.31080765970047
Germany,2022-07-03,45319,275,18916807,74.78421038714185
Germany,2022-07-04,44207,662,18961014,76.85871913959977
Germany,2022-07-05,39820,463,19000834,76.31319690308592
Germany,2022-07-06,53246,338,19054080,78.02829852993152
Germany,2022-07-07,46196,277,19100276,76.30134102834118
Germany,2022-07-08,55204,484,19155480,76.83108941629912
Germany,2022-07-09,52208,773,19207688,76.67418665544027
Germany,2022-07-10,49676,331,19257364,81.64108781588364
Germany,2022-07-11,55628,309,19312992,77.65571145258305
Germany,2022-07-12,59870,855,19372862,76.03093189903606
Germany,2022-07-13,66160,625,19439022,77.97667928822237
Germany,2022-07-14,66077,445,19505099,79.83782970931667
Germany,2022-07-15,68408,390,19573507,75.24239339082955
Germany,2022-07-16,64667,967,19638174,73.6568571904791
Germany,2022-07-17,68633,639,19706807,77.78319041425043
Germany,2022-07-18,63734,883,19770541,80.62038381616179
Germany,2022-07-19,69590,786,19840131,75.04597027437114
Germany,2022-07-20,54653,324,19894784,77.49264784491524
Germany,2022-07-21,55194,682,19949978,76.66039328384828
Germany,2022-07-22,57644,381,20007622,73.96014533568773
Germany,2022-07-23,54196,684,20061818,80.07303116700886
Germany,2022-07-24,53745,513,20115563,77.38070057202388
Germany,2022-07-25,50004,461,20165567,78.01752696977073
Germany,2022-07-26,46459,572,20212026,81.45245309127127
Germany,2022-07-27,49375,537,20261401,76.85463671968141
Germany,2022-07-28,39915,450,20301316,76.53406220175248
Germany,2022-07-29,38757,293,20340073,80.40151792307381
Germany,2022-07-30,39156,371,20379229,79.67552844309319
Germany,2022-07-31,26959,303,20406188,77.88160285118279
Germany,2022-08-01,13544,144,20419732,75.33534815003172
Germany,2022-08-02,27618,299,20447350,80.21853617118363
Germany,2022-08-03,19569,188,20466919,80.93089875209208
Germany,2022-08-04,26889,224,20493808,80.65452634966599
Germany,2022-08-05,28032,317,20521840,82.24681427655983
Germany,2022-08-06,26266,230,20548106,81.24909360404772
Germany,2022-08-07,32212,305,20580318,79.39543994572091
Germany,2022-08-08,30815,204,20611133,82.37512870398827
Germany,2022-08-09,36794,445,20647927,80.68450603353703
Germany,2022-08-10,37603,219,20685530,75.75556169091811
Germany,2022-08-11,39060,238,20724590,77.73732977916585
Germany,2022-08-12,33930,413,20758520,82.46320220431689
Germany,2022-08-13,40971,456,20799491,83.21166613258943
Germany,2022-08-14,35604,529,20835095,79.42265613769727
Germany,2022-08-15,44476,526,20879571,79.60100955966472
Germany,2022-08-16,37816,295,20917387,79.51222786934883
Germany,2022-08-17,35354,183,20952741,80.03418032107896
Germany,2022-08-18,35700,181,20988441,78.5054147099397
Germany,2022-08-19,42405,274,21030846,82.05379584733159
Germany,2022-08-20,40142,448,21070988,79.98287549344863
Germany,2022-08-21,38360,310,21109348,80.06173829157918
Germany,2022-08-22,41086,538,21150434,79.74883872462392
Germany,2022-08-23,37663,341,21188097,80.7426811072959
Germany,2022-08-24,34200,477,21222297,84.11261477696056
Germany,2022-08-25,31080,405,21253377,82.18506061463552
Germany,2022-08-26,29942,434,21283319,82.53849127911995
Germany,2022-08-27,37348,427,21320667,83.36851329039234
Germany,2022-08-28,28007,401,21348674,80.45299803640007
Germany,2022-08-29,29210,149,21377884,82.03598955278291
Germany,2022-08-30,17520,175,21395404,85.22469941897151
Germany,2022-08-31,22697,227,21418101,80.02304783977928
Germany,2022-09-01,8873,57,21426974,87.17701458870725
Germany,2022-09-02,8434,115,21435408,84.94681483142493
Germany,2022-09-03,9310,136,21444718,84.71544553894448
Germany,2022-09-04,10642,119,21455360,84.0680161924563
Germany,2022-09-05,13767,181,21469127,82.75120343949284
Germany,2022-09-06,13502,128,21482629,84.82954578157758
Germany,2022-09-07,13492,141,21496121,84.76426100879327
Germany,2022-09-08,13771,126,21509892,84.19562658618662
Germany,2022-09-09,16530,103,21526422,83.2595488162673
Germany,2022-09-10,15511,174,21541933,84.58994291141764
Germany,2022-09-11,18499,135,21560432,82.82004461849478
Germany,2022-09-12,15393,186,21575825,85.33768026109243
Germany,2022-09-13,17935,112,21593760,86.04640194669598
Germany,2022-09-14,16099,193,21609859,83.49447348980763
Germany,2022-09-15,17368,174,21627227,84.53092531899145
Germany,2022-09-16,18929,196,21646156,84.03876247539606
Germany,2022-09-17,19503,193,21665659,83.344525699464
Germany,2022-09-18,16226,218,21681885,77.646592373608
Germany,2022-09-19,17071,142,21698956,86.33356998640642
Germany,2022-09-20,21189,156,21720145,83.38877877169239
Germany,2022-09-21,16697,139,21736842,86.90931295765844
Germany,2022-09-22,15898,230,21752740,83.20024352266326
Germany,2022-09-23,14414,138,21767154,82.9588116446391
Germany,2022-09-24,15722,165,21782876,80.10125648935515
Germany,2022-09-25,13208,193,21796084,79.91212661069481
Germany,2022-09-26,11490,85,21807574,82.58417811865185
Germany,2022-09-27,14939,105,21822513,83.48489685770939
Germany,2022-09-28,13836,116,21836349,83.1611304946829
Germany,2022-09-29,8871,110,21845220,84.60011365102258
Germany,2022-09-30,10383,88,21855603,83.50449516352059
Germany,2022-10-01,34835,489,21890438,89.31510638335062
Germany,2022-10-02,44109,438,21934547,86.63229221368158
Germany,2022-10-03,53715,561,21988262,86.6023005129647
Germany,2022-10-04,59332,687,22047594,84.8987533563444
Germany,2022-10-05,54686,335,22102280,87.29063611065148
Germany,2022-10-06,64753,653,22167033,88.23947756940574
Germany,2022-10-07,59105,463,22226138,86.07068109559091
Germany,2022-10-08,76567,796,22302705,85.69264171872516
Germany,2022-10-09,69414,994,22372119,85.23620675691373
Germany,2022-10-10,81073,783,22453192,88.06195132392818
Germany,2022-10-11,70465,969,22523657,86.42606072697528
Germany,2022-10-12,74124,750,22597781,87.95872190685884
Germany,2022-10-13,94785,1370,22692566,86.5280601699078
Germany,2022-10-14,88442,486,22781008,91.68730810562525
Germany,2022-10-15,77084,1029,22858092,87.83110148294845
Germany,2022-10-16,78826,590,22936918,85.34777601657092
Germany,2022-10-17,72992,721,23009910,85.57893984134759
Germany,2022-10-18,82779,460,23092689,86.92733878391532
Germany,2022-10-19,77186,1031,23169875,87.30182192725015
Germany,2022-10-20,99632,1057,23269507,89.72023180036062
Germany,2022-10-21,74837,612,23344344,86.01321850058022
Germany,2022-10-22,67003,412,23411347,87.86443338151851
Germany,2022-10-23,77253,615,23488600,88.22773269228156
Germany,2022-10-24,77235,990,23565835,89.7478287704229
Germany,2022-10-25,68831,451,23634666,87.78188119656184
Germany,2022-10-26,68570,486,23703236,86.05164364979207
Germany,2022-10-27,62216,561,23765452,86.15457108061457
Germany,2022-10-28,58660,346,23824112,88.27193550142347
Germany,2022-10-29,46628,257,23870740,83.62555250012859
Germany,2022-10-30,42271,380,23913011,86.98031038269923
Germany,2022-10-31,53078,691,23966089,85.67701451214373
Germany,2022-11-01,56237,491,24022326,87.9644713818461
Germany,2022-11-02,69928,844,24092254,89.11010473907567
Germany,2022-11-03,67707,410,24159961,87.69301514803043
Germany,2022-11-04,69938,1039,24229899,90.60687437249965
Germany,2022-11-05,79428,856,24309327,92.65055218087407
Germany,2022-11-06,91081,614,24400408,91.7131768837727
Germany,2022-11-07,105468,1206,24505876,89.24873266846893
Germany,2022-11-08,108696,1515,24614572,90.73181867582966
Germany,2022-11-09,120560,1515,24735132,90.6104862530627
Germany,2022-11-10,97615,1266,24832747,90.72895945569299
Germany,2022-11-11,107655,1037,24940402,90.47710990754747
Germany,2022-11-12,109992,569,25050394,87.98550028308807
Germany,2022-11-13,127590,1428,25177984,85.61749229766944
Germany,2022-11-14,127996,915,25305980,90.94270498165545
Germany,2022-11-15,119701,1773,25425681,92.45998073687737
Germany,2022-11-16,117210,1334,25542891,88.81176873902403
Germany,2022-11-17,125309,708,25668200,89.5887442927135
Germany,2022-11-18,139861,1612,25808061,92.3986735618565
Germany,2022-11-19,109961,1477,25918022,87.33077878617954
Germany,2022-11-20,119506,1269,26037528,89.08739393495476
Germany,2022-11-21,119544,845,26157072,91.93913805150581
Germany,2022-11-22,118705,1106,26275777,90.39626330227175
Germany,2022-11-23,104094,669,26379871,91.00618073724749
Germany,2022-11-24,105169,862,26485040,89.74394626403353
Germany,2022-11-25,88972,1089,26574012,89.52857751028667
Germany,2022-11-26,99924,941,26673936,88.62252856409894
Germany,2022-11-27,99080,874,26773016,89.83790807055651
Germany,2022-11-28,58647,508,26831663,88.09615971954156
Germany,2022-11-29,85708,738,26917371,90.23164917445389
Germany,2022-11-30,85884,660,27003255,90.58049313133407
Germany,2022-12-01,40789,499,27044044,92.7055894426288
Germany,2022-12-02,54539,288,27098583,94.94160970507441
Germany,2022-12-03,48052,502,27146635,95.0
Germany,2022-12-04,46502,322,27193137,92.55075415281705
Germany,2022-12-05,53663,518,27246800,94.13354345236836
Germany,2022-12-06,59877,603,27306677,95.0
Germany,2022-12-07,66321,443,27372998,91.30386880393898
Germany,2022-12-08,63328,497,27436326,90.2798906911648
Germany,2022-12-09,71839,826,27508165,90.45153576184642
Germany,2022-12-10,67897,389,27576062,95.0
Germany,2022-12-11,82070,416,27658132,94.46709562701173
Germany,2022-12-12,70548,754,27728680,93.04373148436444
Germany,2022-12-13,62438,902,27791118,95.0
Germany,2022-12-14,73796,712,27864914,93.37840660694847
Germany,2022-12-15,76390,729,27941304,89.80121047561138
Germany,2022-12-16,66554,442,28007858,95.0
Germany,2022-12-17,85987,1000,28093845,93.0290179985253
Germany,2022-12-18,80723,1139,28174568,92.62257974301482
Germany,2022-12-19,81316,1193,28255884,94.0768699144329
Germany,2022-12-20,77023,793,28332907,94.80299306628547
Germany,2022-12-21,87649,926,28420556,91.62656931399341
Germany,2022-12-22,66644,709,28487200,94.9253604697726
Germany,2022-12-23,68777,859,28555977,91.37435281932687
Germany,2022-12-24,67175,557,28623152,89.39699400698385
Germany,2022-12-25,71403,845,28694555,92.62664207537311
Germany,2022-12-26,59896,822,28754451,93.57177393451359
Germany,2022-12-27,50335,509,28804786,90.75693970514995
Germany,2022-12-28,60245,539,28865031,92.2209144108337
Germany,2022-12-29,48583,430,28913614,90.31787057339686
Germany,2022-12-30,47742,479,28961356,93.45342337268113
Germany,2022-12-31,42817,239,29004173,93.57836734623746
Brazil,2022-01-01,55802,366,55802,56.74843680384963
Brazil,2022-01-02,71921,878,127723,56.889252532317514
Brazil,2022-01-03,86897,922,214620,60.17077722026992
Brazil,2022-01-04,68423,428,283043,60.27184913443669
Brazil,2022-01-05,67020,349,350063,60.44298661426566
Brazil,2022-01-06,98298,1443,448361,64.64934661170564
Brazil,2022-01-07,87215,917,535576,59.94678978992604
Brazil,2022-01-08,81603,1147,617179,58.58845303380927
Brazil,2022-01-09,107827,976,725006,57.58157093903364
Brazil,2022-01-10,106341,813,831347,59.30816134190566
Brazil,2022-01-11,113924,874,945271,60.25966383257607
Brazil,2022-01-12,106506,1527,1051777,60.13614453849724
Brazil,2022-01-13,123043,1628,1174820,62.3814922320505
Brazil,2022-01-14,120468,1462,1295288,60.15623547047203
Brazil,2022-01-15,119620,738,1414908,61.61118766999035
Brazil,2022-01-16,109615,1197,1524523,60.16216508580165
Brazil,2022-01-17,142378,726,1666901,59.33182368244933
Brazil,2022-01-18,118925,1725,1785826,57.191520867476825
Brazil,2022-01-19,106241,1290,1892067,56.20295393987086
Brazil,2022-01-20,101073,920,1993140,61.63367402286196
Brazil,2022-01-21,110746,582,2103886,58.125765909522535
Brazil,2022-01-22,117534,824,2221420,58.632731435427225
Brazil,2022-01-23,106962,545,2328382,58.340984882235965
Brazil,2022-01-24,104923,1421,2433305,60.19565434941585
Brazil,2022-01-25,95846,1229,2529151,60.27583304183612
Brazil,2022-01-26,98045,988,2627196,60.90717104701844
Brazil,2022-01-27,94711,1162,2721907,59.09864196700453
Brazil,2022-01-28,77014,995,2798921,58.68192145022271
Brazil,2022-01-29,73882,991,2872803,62.116044776231625
Brazil,2022-01-30,80794,1152,2953597,60.246959618329186
Brazil,2022-01-31,73731,1023,3027328,57.646656341859874
Brazil,2022-02-01,64796,446,3092124,61.29555071400535
Brazil,2022-02-02,52520,307,3144644,59.49042251575523
Brazil,2022-02-03,59113,380,3203757,68.83634711012019
Brazil,2022-02-04,48513,495,3252270,61.65141941483024
Brazil,2022-02-05,67410,850,3319680,63.03205056459032
Brazil,2022-02-06,66072,365,3385752,65.8083318802008
Brazil,2022-02-07,71293,487,3457045,60.74387489038461
Brazil,2022-02-08,72356,619,3529401,63.51215975733204
Brazil,2022-02-09,88814,787,3618215,66.60286019853298
Brazil,2022-02-10,99528,503,3717743,59.00983906717053
Brazil,2022-02-11,91957,1305,3809700,62.10735896953131
Brazil,2022-02-12,86349,923,3896049,60.21128866666153
Brazil,2022-02-13,91005,1063,3987054,63.427617587882125
Brazil,2022-02-14,88606,486,4075660,58.090052917452105
Brazil,2022-02-15,99225,946,4174885,61.817430422396214
Brazil,2022-02-16,87935,1190,4262820,59.95517061146652
Brazil,2022-02-17,87376,539,4350196,64.85134441900544
Brazil,2022-02-18,94340,1020,4444536,62.688901062741344
Brazil,2022-02-19,108397,938,4552933,64.65447221531484
Brazil,2022-02-20,88519,545,4641452,65.77640187770832
Brazil,2022-02-21,85451,1227,4726903,60.842974517270804
Brazil,2022-02-22,86863,1098,4813766,62.2116884576304
Brazil,2022-02-23,79327,555,4893093,61.98598268145989
Brazil,2022-02-24,73005,894,4966098,58.34111669775485
Brazil,2022-02-25,66400,654,5032498,61.14241583709508
Brazil,2022-02-26,73225,491,5105723,63.33875010254322
Brazil,2022-02-27,62631,661,5168354,64.91586411043137
Brazil,2022-02-28,47231,301,5215585,66.33402541071415
Brazil,2022-03-01,35674,406,5251259,70.13645208301165
Brazil,2022-03-02,41119,447,5292378,65.46129579054649
Brazil,2022-03-03,40289,506,5332667,64.31513473974735
Brazil,2022-03-04,44032,614,5376699,68.91265694395916
Brazil,2022-03-05,44145,617,5420844,62.88242600995232
Brazil,2022-03-06,52185,709,5473029,67.32220555536234
Brazil,2022-03-07,48169,356,5521198,64.92285265340675
Brazil,2022-03-08,47839,392,5569037,64.99307531219789
Brazil,2022-03-09,56399,604,5625436,64.52260500334087
Brazil,2022-03-10,50144,625,5675580,64.50184156669744
Brazil,2022-03-11,64335,535,5739915,66.83493017964258
Brazil,2022-03-12,60943,384,5800858,66.92490797225426
Brazil,2022-03-13,71824,536,5872682,64.90418939158613
Brazil,2022-03-14,68878,518,5941560,67.93620532755308
Brazil,2022-03-15,74629,862,6016189,71.17581794706138
Brazil,2022-03-16,70756,572,6086945,65.24632464100688
Brazil,2022-03-17,59956,625,6146901,63.47446044860287
Brazil,2022-03-18,71291,929,6218192,63.84089917672114
Brazil,2022-03-19,75720,879,6293912,66.83165325891069
Brazil,2022-03-20,71980,572,6365892,64.95143451418025
Brazil,2022-03-21,73086,642,6438978,66.91337602146079
Brazil,2022-03-22,60759,800,6499737,62.26399622665851
Brazil,2022-03-23,61319,712,6561056,67.51764883232723
Brazil,2022-03-24,62801,831,6623857,64.03906093015621
Brazil,2022-03-25,54746,322,6678603,68.16422462598628
Brazil,2022-03-26,45260,358,6723863,65.30658093424799
Brazil,2022-03-27,49018,537,6772881,68.46744855667238
Brazil,2022-03-28,45992,271,6818873,64.68714007277175
Brazil,2022-03-29,35963,515,6854836,65.55892354168692
Brazil,2022-03-30,35488,377,6890324,65.09745893814095
Brazil,2022-03-31,43337,423,6933661,66.42060608044399
Brazil,2022-04-01,15592,164,6949253,67.60538169860195
Brazil,2022-04-02,21384,107,6970637,68.49010605919283
Brazil,2022-04-03,29483,316,7000120,68.63318002541591
Brazil,2022-04-04,24896,165,7025016,68.00407630636431
Brazil,2022-04-05,32605,458,7057621,67.66224793111397
Brazil,2022-04-06,30333,185,7087954,70.54160443997594
Brazil,2022-04-07,34474,229,7122428,70.8298667797634
Brazil,2022-04-08,29333,362,7151761,67.87732400711559
Brazil,2022-04-09,37482,207,7189243,68.95033466459249
Brazil,2022-04-10,37066,371,7226309,64.59751305309817
Brazil,2022-04-11,43005,591,7269314,67.17498445121193
Brazil,2022-04-12,40747,540,7310061,71.32451919501133
Brazil,2022-04-13,38186,311,7348247,65.79049002417807
Brazil,2022-04-14,35469,518,7383716,68.45030939866041
Brazil,2022-04-15,39773,408,7423489,68.41473875933958
Brazil,2022-04-16,41360,385,7464849,66.0051066627885
Brazil,2022-04-17,44044,407,7508893,70.60851254589488
Brazil,2022-04-18,37367,476,7546260,66.74882577193605
Brazil,2022-04-19,40597,256,7586857,71.88361065803181
Brazil,2022-04-20,41634,408,7628491,70.47935093623566
Brazil,2022-04-21,40685,596,7669176,69.03816325555954
Brazil,2022-04-22,40034,279,7709210,67.88573885485553
Brazil,2022-04-23,38822,351,7748032,66.85364298104906
Brazil,2022-04-24,37881,531,7785913,69.04639195711475
Brazil,2022-04-25,31999,358,7817912,66.93971546955434
Brazil,2022-04-26,27028,297,7844940,64.64406453561062
Brazil,2022-04-27,33210,257,7878150,66.04707271675639
Brazil,2022-04-28,28294,161,7906444,70.46610856293199
Brazil,2022-04-29,25575,205,7932019,67.37506963263591
Brazil,2022-04-30,19204,207,7951223,68.20535349489728
Brazil,2022-05-01,14008,81,7965231,73.18495596824144
Brazil,2022-05-02,11985,162,7977216,74.3005347917966
Brazil,2022-05-03,13829,95,7991045,71.43254499109345
Brazil,2022-05-04,16479,208,8007524,73.75234786338615
Brazil,2022-05-05,18100,174,8025624,69.9078419682935
Brazil,2022-05-06,19516,126,8045140,69.6417835712743
Brazil,2022-05-07,15118,211,8060258,73.55594472693329
Brazil,2022-05-08,22721,225,8082979,73.31178427557516
Brazil,2022-05-09,20884,146,8103863,71.1568118748848
Brazil,2022-05-10,25310,192,8129173,71.30970623772394
Brazil,2022-05-11,26818,263,8155991,72.71907188703574
Brazil,2022-05-12,27334,191,8183325,71.87992491662287
Brazil,2022-05-13,25565,171,8208890,70.09189109179083
Brazil,2022-05-14,29245,326,8238135,71.55622345741546
Brazil,2022-05-15,29362,161,8267497,71.72417749657704
Brazil,2022-05-16,28698,320,8296195,69.18611319897366
Brazil,2022-05-17,27754,318,8323949,71.03545557959697
Brazil,2022-05-18,30024,246,8353973,74.79897285394469
Brazil,2022-05-19,27207,171,8381180,70.27817693881329
Brazil,2022-05-20,27046,221,8408226,73.31929999616474
Brazil,2022-05-21,26541,214,8434767,75.17465530822044
Brazil,2022-05-22,26538,311,8461305,72.49883537537008
Brazil,2022-05-23,25263,319,8486568,70.8256916819376
Brazil,2022-05-24,23310,322,8509878,70.99960436580801
Brazil,2022-05-25,17252,87,8527130,69.41895454541742
Brazil,2022-05-26,20917,217,8548047,74.19796671488393
Brazil,2022-05-27,23446,341,8571493,74.07231452227701
Brazil,2022-05-28,14180,206,8585673,73.49030172856963
Brazil,2022-05-29,15113,94,8600786,73.93454595012338
Brazil,2022-05-30,15897,184,8616683,74.04324596814608
Brazil,2022-05-31,12255,135,8628938,71.72640619048532
Brazil,2022-06-01,18609,194,8647547,73.69664975568716
Brazil,2022-06-02,25793,342,8673340,74.18666311624617
Brazil,2022-06-03,23453,336,8696793,72.23596486261512
Brazil,2022-06-04,25769,206,8722562,75.5780441012108
Brazil,2022-06-05,23532,154,8746094,69.93646136749837
Brazil,2022-06-06,26108,152,8772202,73.43100785522093
Brazil,2022-06-07,30580,356,8802782,76.45703728702907
Brazil,2022-06-08,30947,347,8833729,76.34406989131088
Brazil,2022-06-09,34653,294,8868382,76.25307672667388
Brazil,2022-06-10,36238,181,8904620,70.49077824341457
Brazil,2022-06-11,33186,249,8937806,73.67691711496941
Brazil,2022-06-12,34469,238,8972275,76.72480457751779
Brazil,2022-06-13,40470,300,9012745,75.0260867487539
Brazil,2022-06-14,36917,460,9049662,73.71064809767302
Brazil,2022-06-15,41895,611,9091557,75.42099259784301
Brazil,2022-06-16,39402,391,9130959,77.6018830260634
Brazil,2022-06-17,34686,404,9165645,74.29262848086599
Brazil,2022-06-18,39552,429,9205197,71.74422812208957
Brazil,2022-06-19,40790,312,9245987,74.60475906440807
Brazil,2022-06-20,41520,483,9287507,70.37108784244305
Brazil,2022-06-21,33958,389,9321465,77.65611377797393
Brazil,2022-06-22,38783,201,9360248,73.52117113679462
Brazil,2022-06-23,32926,453,9393174,72.09814421777754
Brazil,2022-06-24,34056,335,9427230,75.0977383666103
Brazil,2022-06-25,26989,351,9454219,74.9474784134603
Brazil,2022-06-26,29710,419,9483929,74.49569306831285
Brazil,2022-06-27,26823,315,9510752,76.38014735267322
